name,한글공항명,code,공항코드2(ICAO),공항운영상태구분
Rodrigues Island Airport,플레인 코레일 공항,RRG,,기존공항
Roi Et Airport,로이 엣 공항,ROI,,기존공항
Rongelap Airport,롱겔랍 공항,RNP,,기존공항
Edwards Air Force Base,에드워즈 공항,EDW,,기존공항
Rota Airport,로타 국제공항,ROP,,기존공항
Rotuma Island Airport,포투마 공항,RTA,,기존공항
Rouen Vallee de Seine Airport,발레 드 세느 공항 ,URO,,기존공항
Round Lake Airport,라운드 레이크 공항 ,ZRJ,,기존공항
Tortuquero Airport,토르투케로 공항,TTQ,,기존공항
Rukumkot Airport,뮤지콧 공항,RUK,,기존공항
Rumjatar Airport,룸자타 공항,RUM,,기존공항
Ruoqiang Loulan Airport,루오 창 루란 공항,RQA,,기존공항
Rurrenabaque Airport,루레나바크 공항,RBQ,,기존공항
Russian Mission Russian Sea Plane Base,로시안미션 공항,RSH,,기존공항
Sabang Maimun Saleh Airport,마이문 살레 공항,SBG,,기존공항
Sachigo Lake Airport,새쉬고 레이크 공항,ZPB,,기존공항
Sachs Harbour Airport,샤흐 하버 공항,YSY,,기존공항
Salina Cruz Airport,살리나 크루즈 공항,SCX,,기존공항
Salluit Airport,살루윗 공항,YZG,,기존공항
Salt Cay Airport,솔트케이 공항,SLX,,기존공항
Ganges Harbor Airport,갠지스 하버 공항,YGG,,기존공항
Salto Airport,살토 공항,STY,,기존공항
Sam Neua Nathong Airport,샘누아 공항,NEU,,기존공항
Samburu Airport,삼부루 공항,UAS,,기존공항
San Antonio del Tachira Airport,후안 비센테 고메즈 국제공항,SVZ,,기존공항
San Borja Capitan G Q Guardia Airport,캡튼 G.Q 가드리아 공항,SRJ,,기존공항
San Carlos Airport (Nicaragua),산 카를로스 공항 (니카라과),NCR,,기존공항
Matthew Spain Airport,매튜 스페인 공항,SQS,,기존공항
Uganik Airport,우가닉 공항,UGI,,기존공항
San Pedro Airport (Belize),산페드로 공항 (벨리즈),SPR,,기존공항
El Tigre Airport,엘 티그르 공항,SOM,,기존공항
San Vicente del Caguan Airport,산빈센트델카구안 공항,SVI,,기존공항
Sanana Emalamo Airport,산나나 공항,SQN,,기존공항
Sand Point Municipal Airport,샌드포인트 시공항,SDP,,기존공항
Sandy Lake Airport,샌디 레이크 공항,ZSJ,,기존공항
Sanikiluaq Airport,사니키루악 공항,YSK,,기존공항
St Peter-Ording Airport,세인트피터오딩 공항,PSH,,기존공항
Santa Ana Island Airport,산타아나 공항,NNB,,기존공항
Santa Clara Abel Santamaria Airport,아벨 산타 마리아 공항,SNU,,기존공항
Santa Rosa Regional Airport,산타로사 공항,ETR,,기존공항
Confresa Airport,콘프레사 공항,CFO,,기존공항
Sao Felix do Araguaia Airport,상오펠릭스 두 아라과이아 공항,SXO,,기존공항
Sao Joao Del Rei Airport,상조아오 델 레이 공항,JDR,,기존공항
Thanh Hoa Airport,토사안 공항,THD,,기존공항
Saqqaq Heliport,사카크 헬리포트,QUP,,기존공항
Sara Airport,사라 공항,SSR,,기존공항
Sarnia Chris Hadfield Airport,사니아 공항 ,YZR,,기존공항
Saskylakh Airport,사스키야흐 공항,SYS,,기존공항
Lyall Harbour Airport,라이얼 하버 공항,YAJ,,기존공항
Savannah Hunter Army Airfield,사바나 헌터 육군 비행장,SVN,,기존공항
Savusavu Airport,사부사부 공항 ,SVU,,기존공항
Seal Bay Airport,씰베이 공항,SYB,,기존공항
Seattle Lake Union SPB Airport,레이크 유니온 수상비행장 공항,LKE,,기존공항
Sechelt Airport,세헬트 공항,YHS,,기존공항
Seghe Airport,세지 공항,EGM,,기존공항
Selawik Airport,셀라윅 공항,WLK,,기존공항
Sena Madureira Airport,세나 마두레이라 공항,ZMD,,기존공항
Sangapi Airport,상가피 공항,SGK,,기존공항
Seronera Airport,세로네라 공항,SEU,,기존공항
Shageluk Airport,샤겔룩 공항,SHX,,기존공항
Shahroud Airport,샤루드 공항,RUD,,기존공항
Shaktoolik Airport,샤크툴리크 공항,SKK,,기존공항
Shamattawa Airport,샤마타와 공항,ZTM,,기존공항
Shangrao Sanqingshan Airport,샹라오 산칭산 공항,SQD,,기존공항
Shaoguan Danxia Airport,사오관 단샤 공항,HSC,,기존공항
Shaoyang Wugang Airport,사오양 우강 공항,WGN,,기존공항
Ninglang Luguhu Airport,닝랑 루구후 공항,NLH,,기존공항
Severo-Evensk Airport,세베로이벤스크 공항,SWV,,기존공항
Shillavo Airport,실라보 공항,HIL,,기존공항
Shire Inda Selassie Airport,샤이어 인다 셀라시에 공항,SHC,,기존공항
Sholapur Airport,솔라푸르 공항,SSE,,기존공항
Sicogon Island Airport,시코곤 섬 공항,ICO,,기존공항
Siorapaluk Heliport,시오라팔루크 헬리포트,SRK,,기존공항
Silver Creek Airport,실버크리크 공항,SVK,,기존공항
Sermiligaaq Heliport,시만강 공항,SGG,,기존공항
Simikot Airport,시미콧 공항,IMK,,기존공항
Siuna Airport,시우나 공항,SIU,,기존공항
Siwa Oasis North Airport,시와 오아시스 북공항,SEW,,기존공항
Skovde Airport,스코브데 공항,KVB,,기존공항
Sleetmute Airport,슬리트무트 공항,SLQ,,기존공항
Smara Airport,스마라 공항,SMW,,기존공항
Soalala Airport,소알라라 공항,DWB,,기존공항
Sola Airport,반누나 라바 아일랜드 공항,SLH,,기존공항
Solwezi Airport,솔베지 공항,SLI,,기존공항
Songyuan Chaganhu Airport,스프링 아일랜드 공항,YSQ,,기존공항
Sorriso Airport,소리소 공항,SMT,,기존공항
South Andros Airport,사우스안드로스 공항,TZN,,기존공항
South Indian Lake Airport,사우스 인디언 레이크 공항,XSI,,기존공항
South Naknek Airport,사우스나크네크 공항,WSN,,기존공항
South West Bay Airport,사우스웨스트베이 공항,SWJ,,기존공항
Sovetskaya Gavan May-Gatka Airport,소베츠카야 가반 메이갓카 공항,GVN,,기존공항
Spokane Fairchild AFB Airport,페어차일드 공군기지,SKA,,기존공항
Srednekolymsk Airport,스레드네콜림스크 공항,SEK,,기존공항
Saint Michael Airport,세인트마이클 공항,SMK,,기존공항
Fox Harbour Airport,폭스 하버 공항,YFX,,기존공항
Saint Therese Point Airport,세인트 테레사 포인트 공항,YST,,기존공항
Stebbins Airport,스테빈스 공항,WBB,,기존공항
Stevens Village Airport,스티븐스 빌리지 공항,SVS,,기존공항
Stony River Airport,스토니 리버 공항,SRV,,기존공항
Big Bay Marina,빅베이 마리나,YIG,,기존공항
Suavanao Airstrip,수아배나오 공항,VAO,,기존공항
Suki Airport,수키 공항,SKC,,기존공항
Sullivan Bay Airport,설리번 베이 공항,YTG,,기존공항
Summer Beaver Airport,서머 비버 공항,SUR,,기존공항
Sunchales Airport,선칼레스 공항,NCJ,,기존공항
Kerinci Depati Parbo Airport,케린치 데파티 파르보 공항,KRC,,기존공항
Suntar Airport,순타르 공항,SUY,,기존공항
Havasupai Airport,하바수파이 공항,HAE,,기존공항
Surkhet Airport,서켓 공항,SKH,,기존공항
Savissivik Heliport,사비시빅헬리포트,SVR,,기존공항
Tambelan Airport,탐벨란 공항,TBX,,기존공항
Tachilek Airport,타칠렉 공항,THL,,기존공항
Tacoma McChord AFB Airport,매코드 공군기지,TCM,,기존공항
Tadoule Lake Airport,테두울 레이크 공항,XTL,,기존공항
Taganrog Airport,타간로그 공항,TGK,,기존공항
Taiz Al Janad Airport,알 자나드 공항,TAI,,기존공항
Takaka Airport,타카타 비행장,KTF,,기존공항
Takotna Airport,다코타 공항,TCT,,기존공항
Takume Airport,타쿠메 공항,TJN,,기존공항
Talca Airport,팡귈레모 공항,TLX,,기존공항
Tamarindo Airport,다마린도 공항,TNO,,기존공항
Tambacounda Airport,탐부컨다 공항,TUD,,기존공항
Tanana Ralph Calhoun Airport,랄프 M. 칼훈 미모리얼 공항,TAL,,기존공항
Tapini Airport,타피니 공항,TPI,,기존공항
Tarapaca Airport,타라파카 공항,TCD,,기존공항
Tarapoa Airport,타라포아 공항,TPC,,기존공항
Tari Airport,타리 공항,TIZ,,기존공항
Tarko-Sale Airport,타르코-세일 공항,TQL,,기존공항
Tasiujuaq Airport,투지우작 공항,YTQ,,기존공항
Tatakoto Tuamoto  Airport,타타코토 공항,TKV,,기존공항
Tatalina Air Force Station,타탈리나 LRRS,TLJ,,기존공항
Taytay Sandoval CLR Airport,타이베이 산도발 CLR 공항,RZP,,기존공항
Teixeira de Freitas Airport,테이셰이라 데 프라이타스 공항,TXF,,기존공항
Teller Airport,텔러 공항,TLA,,기존공항
Tenakee Springs Sea Plane Base,테나키 스프링스 해상 비행기 기지,TKE,,기존공항
Tete-A-La Baleine Airport,테트아라 베일린 공항,ZTB,,기존공항
Gillies Bay Airport,텍사다 공항,YGB,,기존공항
Thorne Bay Airport,손베이 공항,KTB,,기존공항
Tin City LRRS Airport,틴시티 LRRS,TNC,,기존공항
Tinian International Airport,티니안 국제공항,TIQ,,기존공항
Toccoa Airport,토코아 공항,TOC,,기존공항
Tok Airport,톡 공항,TKJ,,기존공항
Toksook Bay Airport,톡숙베이 공항,OOK,,기존공항
Tongoa Airport,통고아 공항,TGH,,기존공항
Trail Regional Airport,트레일 리저널 공항,YZZ,,기존공항
Isole Tremiti Heliport,이솔레 트레미티 헬리포트,TQR,,기존공항
Tres Lagoas Plinio Alarcom Airport,트레스 라고스 플리니오 알라콤 공항,TJL,,기존공항
Trombetas Airport,트롬베타스 공항,TMT,,기존공항
Truckee-Tahoe Airport,트루키타호 공항,TKF,,기존공항
Tshikapa Airport,치카파 공항,TSH,,기존공항
Tsiroanomandidy Airport,챠이오노아맨드디 공항,WTS,,기존공항
Tubala Airport,투발라 공항,TUW,,기존공항
Tucson Davis-Monthan Air Force Base,데이비스 먼산 공군기지,DMA,,기존공항
Tucupita San Rafael Airport,투쿠피타 공항,TUV,,기존공항
Tucurui Airport,투쿠루이 공항,TUR,,기존공항
Tufi Airport,투피 공항,TFI,,기존공항
Tuktoyaktuk Airport,투크토야투크 공항,YUB,,기존공항
Tulcan Airport,엘 로잘 티엔테 만틸랴 공항,TUA,,기존공항
Tulita/Fort Norman Tulita Airport,툴리타 / 포트 노먼 공항,ZFN,,기존공항
Tuluksak Airport,툴룩삭 공항,TLT,,기존공항
Tumbang Samba Airport,텀방 삼바 공항,TBM,,기존공항
Tumling Tar Airport,투밍타르 공항,TMI,,기존공항
Tuntutuliak Airport,툰투툴리악 공항,WTL,,기존공항
Tununak Airport,투누낙 공항,TNK,,기존공항
Tureia Airport,터 레이아 공항,ZTA,,기존공항
Naukiti Airport,나우키티 공항,NKI,,기존공항
Twin Hills Airport,트윈힐스 공항,TWA,,기존공항
Catalina Island Two Harbors Airport,카탈리나 섬 2 항구 공항,TWH,,기존공항
Ubari Airport,우바리 공항,QUB,,기존공항
Uherske Hradiste Kunovice Airport,쿠노비체 공항,UHE,,기존공항
Ujae Island Airport,우재도 공항,UJE,,기존공항
Ulei Airport,울라이 공항,ULB,,기존공항
Uliastai Airport,울리아스타이 공항,ULZ,,기존공항
Prince M. Buthelezi,유런디 공항,ULD,,기존공항
Ulusaba Airport,울루사바 공항,ULX,,기존공항
Umiujag Airport,우미우작 공항,YUD,,기존공항
Bulagtai,불라그타이,UGT,,기존공항
Upland Cable Airport,케이블 공항,CCB,,기존공항
Uranium City Airport,우라늄 시티 공항,YBE,,기존공항
Ust-Maya Airport,우스마야 공항,UMS,,기존공항
Ust-Nera Airport,우스네라 공항,USR,,기존공항
Ust-Tsilma Airport,우스트실마 공항,UTS,,기존공항
Ustupo Airport,우슈투포 공항,UTU,,기존공항
Utila Airport,우틸라 공항,UII,,기존공항
Utirik Airport,우티리크 공항,UTK,,기존공항
Utopia Creek Indian Mountain LRRS Airport,인디안 마운트 LRRS,UTO,,기존공항
Uummannaq Umanak Airport,우매냑 공항,UMD,,기존공항
Vahitahi Airport,버히타이 공항,VHZ,,기존공항
Valenca Airport,발렌시아 공항,VAL,,기존공항
Valera Carvajal Airport,카바잘 공항,VLV,,기존공항
Valesdir Airport,바레스디 공항,VLS,,기존공항
Vancouver Coal Harbour Sea Plane Base,밴쿠버 석탄 하버 해상 비행기 기지,CXH,,기존공항
Vanuabalavu Airport,배뉴발래부 공항,VBV,,기존공항
Varginha Major Brigadeiro Trompowsky Airport,메이저 브리게이드 트롬파우스키 공항,VAG,,기존공항
Veliky Ustyug Airport,벨리키 우스티우그 공항,VUS,,기존공항
Venetie Airport,베네치아 국제공항,VEE,,기존공항
Verkhnevilyuysk Airport,베르흐네빌리유스크 공항,VHV,,기존공항
Victoria Inner Harbour Airport,빅토리아 이너 하버 공항,YWH,,기존공항
Vieste Heliport,비에스테 헬리포트,VIF,,기존공항
Vilyuysk Airport,빌류이스크 공항,VYI,,기존공항
Vipingo Airport,비핑고 공항,VPG,,기존공항
Virgin Gorda Airport,버진고르다 공항,VIJ,,기존공항
Kadavu Airport,카다부 공항,KDV,,기존공항
Belep Island Airport,밸럽 아일랜즈 공항,BMY,,기존공항
Wadi Halfa Airport,와디 할파 공항,WHF,,기존공항
Walaha Airport,왈라하 공항,WLH,,기존공항
Wales Airport,웨일스 공항,WAA,,기존공항
Waskaganish Airport,와스카가니쉬 공항,YKQ,,기존공항
Waspam Airport,와스프햄 공항,WSP,,기존공항
Waterfall Sea Plane Base,워터폴 해면 기지,KWF,,기존공항
Watson Lake Airport,왓슨레이크 공항,YQH,,기존공항
Webequie Airport,위베키 공항,YWP,,기존공항
Snare Lake Airport,스네어 레이크 공항,YFJ,,기존공항
Wemindji Airport,웨민지 공항,YNC,,기존공항
West Point Village Sea Plane Base,빌리지 수상비행장 공항,KWP,,기존공항
Whale Cove Airport,웨일 코브 공항,YXN,,기존공항
Wha Ti/Lac La Martre Wha Ti Airport,와티/락 라 마르트르 와티 공항,YLE,,기존공항
White Mountain Airport,화이트 마운틴 공항,WMO,,기존공항
Wiarton Keppel International Airport,위어튼 공항,YVV,,기존공항
Williams Harbour Airport,윌리엄스 하버 공항,YWM,,기존공항
Wipim Airport,위핌 공항,WPM,,기존공항
Woja Airport,워자 공항,WJA,,기존공항
Wollaston Lake Airport,왈래스턴 레이크 공항,ZWL,,기존공항
Wotho Island Airport,우토 아일랜드 공항,WTO,,기존공항
Wotje Island Airport,왓제 섬 공항,WTE,,기존공항
McGuire AFB,맥과이어 공군기지,WRI,,기존공항
Wudalianchi Dede Airport,우달리안치 데데 공항,DTU,,기존공항
Wunnummin Lake Airport,운눔민 레이크 공항,WNN,,기존공항
Xai-Xai Chongoene Airport,자이자이 총고엔 공항,VJB,,기존공항
Xieng Khouang Airport,샹 쾅 공항,XKH,,기존공항
Xinyang Minggang Airport,신양 밍강 공항,XAI,,기존공항
Yeysk Eisk Airport,예이스크 아이스크 공항,EIK,,기존공항
York Landing Airport,요크랜딩 공항,ZAC,,기존공항
Alberni Valley Regional Airport,이펜버그 공항,YPB,,기존공항
Yueyang Sanhe Airport,웨양 산허 공항,YYA,,기존공항
Yutian Wanfang Airport,위티엔 완팡 공항,YTW,,기존공항
Zachar Bay Sea Plane Base,자카르 만 해상 비행기 기지,KZB,,기존공항
Wanigela Airport,와니겔라 공항,AGL,,기존공항
Zephyrhills Municipal Airport,제피르힐 시공항,ZPH,,기존공항
Zhalantun Chengjisihan Airport,잘란툰 청지산 공항,NZL,,기존공항
Zhongwei Airport,중웨이 샤포우 공항,ZHY,,기존공항
Zilina Airport,질리나 공항,ILZ,,기존공항
Zunyi Maotai Airport,마오타이 공항,WMT,,기존공항
Chub Cay Airport,첩케이 공항,CCZ,,기존공항
Chelinda Airport,첼린다 공항,CEH,,기존공항
Choibalsan Airport,최발산공항,COQ,,기존공항
Okinawa Kadena Air Force Base,오키나와 가데나 공군 기지,DNA,,기존공항
Emmen Airport,에멘 공항,EML,LSME,기존공항
Berezovo Airport,베레조보 공항,EZV,,기존공항
Great Harbour Cay Airport,그레이트 하버 케이 공항,GHC,,기존공항
Houn Airport,하운 공항,HUQ,,기존공항
Igrim Airport,이그림공항,IRM,,기존공항
Iwoto (Iwo Jima),이오토 (이오지마),IWO,RJAW,기존공항
Lengbati Airport,렝바티 공항,LNC,,기존공항
Lizard Island Airport,도마뱀 섬,LZR,,기존공항
Muanda Airport (DRC),무안다 공항(DRC),MNB,FZAG,기존공항
North Caicos Airport,노스카이코스 공항,NCA,MBNC,기존공항
Nifty Airport,나이프티,NIF,,기존공항
Akunnaaq Heliport,아쿤나크 헬리포트,QCU,BGAK,기존공항
Ammassivik Heliport,암마시빅 헬리포트,QUW,BGAS,기존공항
Farafangana Airport,파라팡가나 공항,RVA,,기존공항
Mansons Landing Water Aerodrome,맨슨즈 랜딩,YMU,,기존공항
Arathusa Airport,아라투사 공항,ASS,,기존공항
Bartletts Airport,바틀레츠 공항,BSZ,AK96,기존공항
San Ignacio Matthew Spain Airport,산 이그나시오 매튜 스페인 공항,CYD,,기존공항
Darbhanga Airport,다르방가 공항,DBR,,기존공항
Dadu Airport,다두 공항,DDU,,기존공항
Dalnegorsk Airport,달네고르스크 공항,DHG,,기존공항
Dickwella Mawella Lagoon Airport,딕웰라 마웰라 라군 공항,DIW,,기존공항
Dubai Jebel Ali SPB Airport,두바이 제벨 알리 SPB 공항,DJH,,기존공항
Dalnerechensk Airport,달네레첸스크 공항,DLR,,기존공항
Cameron Pampa Guanaco Airport,카메론 팜파 과나코 공항,DPB,,기존공항
Deputatsky Airport,데푸투스키 공항,DPT,,기존공항
Andavadoaka Airport,안다바도카 공항,DVD,,기존공항
Kotte Diyawanna Oya Seaplane Base,코테 디야완나 오야 수상비행기 기지,DWO,,기존공항
Rivas Costa Esmeralda Airport,리바스 코스타 에스메랄다 공항,ECI,,기존공항
Yedinka Airport,예딘카 공항,EDN,,기존공항
Enejet Island Airport,에네젯 아일랜드 공항,EJT,,기존공항
Wildman Lake Airport,와일드맨 레이크 공항,EWD,,기존공항
Faresmaathodaa Airport,페레스마아토다아 공항,FMT,,기존공항
Funadhoo Airport,푸나두 공항,FND,,기존공항
Grand Canyon Bar Ten Ranch Airport,그랜드 캐니언 바 텐 랜치 공항,GCT,,기존공항
Mongomo Airport,몽고모 공항,GEM,,기존공항
Melalan Melak Airport,멜란 멜라크 공항,GHS,,기존공항
Ganzi Gesar Airport,가르제 게사르 공항,GZG,,기존공항
Haibei Qilian Airport,킬리안 공항,HBQ,,기존공항
Kulhudhuffushi Airport,쿨후푸시 공항,HDK,,기존공항
Mara North Airport,마라노스 공항,HKR,,기존공항
Tashkurgan Airport,타슈쿠르간 공항,HQL,,기존공항
Hoarafushi Airport,호아라푸시 공항,HRF,,기존공항
Hollis Sea Plane Base,홀리스 해면 기지,HYL,,기존공항
Ifuru Airport,이푸루 공항,IFU,,기존공항
Ikerasak Heliport,이케라삭 헬리포트,IKE,,기존공항
Isortoq Heliport,이소르토크 헬리포트,IOQ,,기존공항
Illorsuit Heliport,일로르수트 헬리포트,IOT,,기존공항
San Isidro de El General Airport,산 이시드로 데 엘 종합공항,IPZ,,기존공항
Iturup Island Yazny Airport,이투루프 야즈니 공항,ITU,,기존공항
Innarsuit Heliport,인나슈트 헬리포트,IUI,,기존공항
Jeki Airport,제키공항,JEK,,기존공항
Jajao Airport,자야오 공항,JJA,,기존공항
Jaguaruna Humberto Bortoluzzi Airport,재규어나 훔베르토 보르톨루치 공항,JJG,,기존공항
Jaaluni Airport,자루니 공항,JNJ,,기존공항
Jask Airport,재스크 공항,JSK,,기존공항
Ukkusissat Heliport,우쿠시삿헬리포트,JUK,,기존공항
Nuugaatsiaq Heliport,누가치아크 헬리포트,JUU,,기존공항
Katugastota Polgolla Reservoir Airport,카투가스토타 폴골라 저수지 공항,KDZ,,기존공항
Kelaniya River Airport,켈라니야 리버 공항,KEZ,,기존공항
Kangersuatsiaq Heliport,캉거수아차크 헬리포트,KGQ,,기존공항
Kullorsuaq Heliport,쿨로르수아크 헬리포트,KHQ,,기존공항
Kihihi Airport,기히히 공항,KHX,,기존공항
Oravakal Kurnool International Airport,오라바칼 쿠르눌 국제공항,KJB,,기존공항
Kitui Bay Sea Plane Base,기타이만 해상 비행기 기지,KKB,,기존공항
Akiachak Sea Plane Base,아키차크 해면 기지,KKI,,기존공항
Kichwa Tembo Airport,기추텐보 공항,KTJ,,기존공항
Kuummiut Heliport,쿠무미우트 헬기장,KUZ,,기존공항
Kavalerovo Airport,카발레로보 공항,KVR,,기존공항
Cagayan North International Airport,카가얀 북 국제공항,LLC,,기존공항
Palopo Bua Lagaligo Airport,팔로포 부아 라갈리고 공항,LLO,,기존공항
Letung Airport,레둥 공항,LMU,,기존공항
Madivaru Airport,마디바루 공항,LMV,,기존공항
Lwbak Airport,르브바크 주,LWA,,기존공항
Merced Castle AFB Airport,머세드 캐슬 AFB 공항,MER,,기존공항
Miami Biscayne Bay SPB Airport,마이애미 비스케인 베이 SPB 공항,MPB,,기존공항
Terney Airport,터니 공항,NEI,,기존공항
Niaqornat Heliport,니아코르나트 헬리포트,NIQ,,기존공항
Nukutepipi Airport,누쿠테피피,NKP,,기존공항
Nuussuaq Heliport,누수아크 헬리포트,NSQ,,기존공항
Gregory's Lake Airport,그레고리 호수 공항,NUA,,기존공항
Castlereigh Reservoir Airport,캐슬리 저수지 공항,NUF,,기존공항
Nyurba Airport,뉴르바 공항,NYR,,기존공항
Ogobsucum Airport,오곱수쿰 공항,OGM,,기존공항
Olare Orok Airport,올라레 오록 공항,OLG,,기존공항
Olekminsk Airport,오룡민스크 공항,OLZ,,기존공항
Olenek Airport,올레넥 공항,ONK,,기존공항
Ol Seki Airport,올세키 공항,OSJ,,기존공항
Playa Samara Airport,플레이아 사마라 공항,PLD,,기존공항
Qeqertaq Heliport,케케르타크 헬리포트,PQT,,기존공항
Lahat Pagar Alam Airport,라하트 파가르 알람 공항,PXA,,기존공항
Qassimiut Heliport,카시무트 헬리포트,QJH,,기존공항
Saarloq Heliport,자를로크 헬리포트,QOQ,,기존공항
Hilversum Railway Service,힐버섬 철도 서비스,QYI,,기존공항
Cinder Park Airport,신더 파크 공항,RCP,,기존공항
Ras al Khaimah Al Hamra SPB Airport,라스알카이마 알함라 SPB 공항,RHR,,기존공항
Raja Ampat Marinda Airport,라자 암팟 마린다 공항,RJM,,기존공항
Relais de la Reine Airport,릴레 드 라 라인 공항,RLR,,기존공항
Rote David C Saudale Airport,로테 다비드 C 사우데일 공항,RTI,,기존공항
Maavarulu Airport,마바룰루 공항,RUL,,기존공항
Sawan Airport,사완 공항,RZS,,기존공항
Saattut Heliport,새터트 헬리포트,SAE,,기존공항
San Jose Island Airport,산호세 섬 공항,SIC,,기존공항
Zaisan Airport,자이산 공항,SZI,,기존공항
Podkamennaya Tungus Airport,포드카멘나야 퉁구스카 공항,TGP,,기존공항
Tiniteqilaaq Heliport,티니테킬라크 헬리포트,TQI,,기존공항
Takengon Rembele Airport,다켄곤 렘벨레 공항,TXE,,기존공항
Pilot Point Ugashik Bay Airport,파일럿 포인트 우가식 만 공항,UGS,,기존공항
Urdzhar Airport,우르즈하르 공항,UZR,,기존공항
Blue Mountain Airport,블루마운틴 공항,VBM,,기존공항
Wuhu Xuanzhou Airport,우후셴저우 공항,WHA,,기존공항
Urad Middle Banner Airport,우라드 미들 배너 공항,WZQ,,기존공항
Tasiusaq Heliport,타시우삭 헬리포트,XEQ,,기존공항
Colville Lake Airport,콜빌 레이크 공항,YCK,,기존공항
Quadra Island April Point SPB,쿼드라 섬 4월 지점 SPB,YQJ,,기존공항
Zintan Airport,진탄 공항,ZIS,,기존공항
Xiangxi Biancheng Airport,샹시 볜청 공항,DXJ,ZGXX,기존공항
Sirsa Airport,시스사 공군기지,,VISA,기존공항
Ambala Airport,암발라 공항,,VIAM,기존공항
Brisbane Archerfield Airport,브리즈번 아처필드 공항,,YBAF,기존공항
Arlington Municipal Airport (Texas),알링턴 시공항,,KGKY,기존공항
Ballarat Airport,밸러렛 공항,,YBLT,기존공항
HAL Bangalore International Airport,할 방갈로르 국제공항,,VOBG,기존공항
Bannu Airport,바누 공항,,OPBN,기존공항
Burlington-Alamance Regional Airport,벌링턴 얼라만스 지역공항,,KBUY,기존공항
Chaiten Airport,챠이텐 공항,,SCTN,기존공항
Charlevoix Municipal Airport,샤를부와 시공항,,KCVX,기존공항
Chofu Airport,쵸후 공항,,RJTF,기존공항
Cranfield Airport,크랜필드 공항,,EGTC,기존공항
Cumbernauld Airport,컴버놀드 공항,,EGPG,기존공항
Hindon Airport,힌돈 공항,,VIDX,기존공항
Gyor-Per Airport,지오 퍼 공항,,LHPR,기존공항
West Michigan Regional Airport,툴립 시티 공항,,KBIV,기존공항
Islamabad Benazir Bhutto International Airport,베나지르 부토 국제공항 ,,OPRN,기존공항
Jihlava Airport,이흘라바 공항,,LKJI,기존공항
Kailashahar Airport,카이라샤하르 공항,,VEKR,기존공항
Kargil Airport,카르길 공항,,VI65,기존공항
Kozushima Airport,코츄시마 공항,,RJAZ,기존공항
City Airport and Heliport (Manchester),바튼 공항 비행장,,EGCB,기존공항
Mazamari Airport,낸시 플로어 공항,,SPMF,기존공항
McKinney National Airport,맥키니 카운티 지역공항,,KTKI,기존공항
Moshi Airport,모쉬 공항,,HTMS,기존공항
Mumbai Juhu Airport,뭄바이 주후 공항,,VAJJ,기존공항
Maria Reiche Neuman Airport,마리아 라이케 니우만 공항,,SPZA,기존공항
New Braunfels National Airport,뉴 브론펠 시공항,,KBAZ,기존공항
Delhi Safdarjung Airport,델리 사프다르중 공항,,VIDD,기존공항
Novi Sad Airport,노비사드 공항,,LYNS,기존공항
Pakokku Airport,파코쿠 공항,,VYPU,기존공항
Palanan Isabella Airport,팔러넌 공항,,RPLN,기존공항
Shell Mera Rio Amazonas Airport,리오 아마조냐스 공항,,SESM,기존공항
Puerto San Jose Airport,산 호세 공항,,MGSJ,기존공항
Raxaul Airport,락사울 공항,,VERL,기존공항
Sabadell Airport,사바델공항,,LELL,기존공항
Adelaide Parafield Airport,애들레이드 패러필드 공항,,YPPF,기존공항
Samana Arroyo Barril Airport,아로요 베릴 국제공항,,MDAB,기존공항
San Antonio De Los Banos Airport,샌 안토니오 데로스 바뇨스 공항,,MUSA,기존공항
San Salvador Ilopango Airport,일로팡고 국제공항,,MSSS,기존공항
Sao Paulo Campo de Marte Airport,캄포 데 마르테 공항,,SBMT,기존공항
Slovenj Gradec Airport,슬로벤지 그레덱 공항,,LJSG,기존공항
Cardiff St Athan Air Base,세인트 아탄 공군기지,,EGDX,기존공항
Sukhumi Babushara Airport,수후미 바부샤라 공항,,UGSS,기존공항
Ternopil Airport,테르노필 공항,,UKLT,기존공항
Vigan Mindoro Airport,민도로 공항,,RPUQ,기존공항
Washington County Airport,워싱턴 카운티 공항,,KAFJ,기존공항
Osaka Yao Airport,야오 공항,,RJOY,기존공항
Yurimaguas Moises Benzaquen Rengifo Airport,모이제 벤자쿠엔 렌지포 공항,,SPMS,기존공항
Gusau Airstrip,구자우 비행장,,DNGU,기존공항
Pays d'Ancenis Airport,앵시니스 공항,,LFFI,기존공항
Xewkija Airport/Heliport,퀘키쟈 헬리포트 ,,LMMG,기존공항
Prijedor Urije Airport,프리예도르 공항,,LQPD,기존공항
Stepanavan Airport,스테파나반 공항,,UDLS,기존공항
Batchelor Airport,바첼로 공항,,YBCR,기존공항
Cunderdin Airport,쿤데딘 공항,,YCUN,기존공항
Ixiamas Airport,이샤마스 공항,,SLIX,기존공항
Bihar Airport,비하르 공항,,LQBI,기존공항
Belem Protasio de Oliveira Airport,벨렘 프로타시오 데 올리베이라 공항,,SBJC,기존공항
Belo Horizonte Carlos Prates Airport,벨루오리존치 카를로스 프라테스 공항,,SBPR,기존공항
Campinas Amarais Airport,캄피나스 아마라이스 공항,,SDAM,기존공항
Itanhaem Airport,이타넘 공항,,SDIM,기존공항
Ariquemes Airport,아리퀴메스 공항,,SJOG,기존공항
